文件名,处理时间,案例编号,案例名称,地区,学段,产业应用现状,优势和创新点,关键技术路径,技术要素,Unnamed: 10,工具名称,企业名称,是否自主研发,产品形态,产品分类,文档内容依据,主要应用场景,次要应用场景,应用场景（一级）,应用场景（二级）,培养方向,潜在成效,关键技术路径.1,技术要素.1,产业应用现状.1,优势和创新点.1,学科,工具标准名,公司,省份,三赋能分类,iSTAR人机协同层级,D1_深度学习,D2_绿色鲁棒,D3_循证教学,D4_人机互信,智慧教育境界,技术路径类型,创新深度评分,产品技术代际
第1808号案例_合肥市宿州路幼儿园森林城分园-路影影-AI创新融美育 美术课堂绽童彩.docx,2026-02-03 11:06:58,1808,AI创新融美育 美术课堂绽童彩,合肥市,幼儿园,AI技术在幼儿园教育教学中的应用处于推广阶段，正在通过活动与比赛形式激发幼儿学习兴趣。,通过AI技术的应用，提升了幼儿对传统文化的认知与理解，激发了创造力与动手能力，同时促进了师幼互动与团队协作。,传统艺术与科技结合 → AI工具应用 → 项目化自主游戏 → 创造与展示,"[""AI技术"", ""交互式信息技术"", ""动画生成"", ""团队协作"", ""创作能力提升""]",,豆包APP,未点名企业,1.0,硬件 + 软件系统,教学辅助工具（工具型）,文档中提到“AI赋能与教学意义：在这一过程中，学生遇到的典型问题是‘看不到条纹’”,课堂教学,实时数据共享,助学,智能辅导系统,美育,学生：激发创造力与动手能力，提升对传统文化的认知；教师：促进课堂互动与教学效果；学校：推动信息技术与教育教学的深度融合。,课堂教学智能AI实践 → 项目化自主游戏 → 案例优化,"数据采集层（通过AI技术展示古代人物形象及相关介绍）
行为识别层（利用希沃投屏功能放大操作流程）
个性化学习层（生成专属二维码，便于回顾与分享）",企业产品以“学习支持工具”为主，学校多通过校本化规则实现教学适配，整体处于规模化应用初期,通过AI工具的应用，提升了课堂的生动性与互动性，幼儿成为参与者，教师作为指导者，促进了多方面能力的发展。,美术,智能投屏系统,智能投屏系统,浙江省,赋能学生,HM2C(2),1,0,0,0,第一境界_智慧环境,T5_智能硬件,4,Gen4_大模型
第1808号案例_合肥市宿州路幼儿园森林城分园-路影影-AI创新融美育 美术课堂绽童彩.docx,2026-02-03 11:06:58,1808,AI创新融美育 美术课堂绽童彩,合肥市,幼儿园,AI技术在幼儿园教育教学中的应用处于推广阶段，正在通过活动与比赛形式激发幼儿学习兴趣。,通过AI技术的应用，提升了幼儿对传统文化的认知与理解，激发了创造力与动手能力，同时促进了师幼互动与团队协作。,传统艺术与科技结合 → AI工具应用 → 项目化自主游戏 → 创造与展示,"[""AI技术"", ""交互式信息技术"", ""动画生成"", ""团队协作"", ""创作能力提升""]",,即梦AI,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到“学生通过智能问答平台提交个性化问题，系统自动聚类生成‘问题墙’”,课堂教学,智能提问,助学,智能辅导系统,美育,学生：激发创造力与动手能力，提升对传统文化的认知；教师：促进课堂互动与教学效果；学校：推动信息技术与教育教学的深度融合。,课堂教学智能AI实践 → 项目化自主游戏 → 案例优化,"数据采集层（通过AI技术展示古代人物形象及相关介绍）
行为识别层（利用希沃投屏功能放大操作流程）
个性化学习层（生成专属二维码，便于回顾与分享）",企业产品以“学习支持工具”为主，学校多通过校本化规则实现教学适配，整体处于规模化应用初期,通过AI工具的应用，提升了课堂的生动性与互动性，幼儿成为参与者，教师作为指导者，促进了多方面能力的发展。,美术,智能问答平台,智能问答平台,四川省,赋能学生,HMC(1),1,0,0,0,第一境界_智慧环境,T1_内容生成,2,Gen5_多模态AI
第1808号案例_合肥市宿州路幼儿园森林城分园-路影影-AI创新融美育 美术课堂绽童彩.docx,2026-02-03 11:06:58,1808,AI创新融美育 美术课堂绽童彩,合肥市,幼儿园,AI技术在幼儿园教育教学中的应用处于推广阶段，正在通过活动与比赛形式激发幼儿学习兴趣。,通过AI技术的应用，提升了幼儿对传统文化的认知与理解，激发了创造力与动手能力，同时促进了师幼互动与团队协作。,传统艺术与科技结合 → AI工具应用 → 项目化自主游戏 → 创造与展示,"[""AI技术"", ""交互式信息技术"", ""动画生成"", ""团队协作"", ""创作能力提升""]",,剪映,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到“学生通过移动端观看后，可在智能问答平台提交个性化问题”,课堂教学,智能提问与反馈,助学,智能辅导系统,美育,学生：激发创造力与动手能力，提升对传统文化的认知；教师：促进课堂互动与教学效果；学校：推动信息技术与教育教学的深度融合。,课堂教学智能AI实践 → 项目化自主游戏 → 案例优化,"数据采集层（通过AI技术展示古代人物形象及相关介绍）
行为识别层（利用希沃投屏功能放大操作流程）
个性化学习层（生成专属二维码，便于回顾与分享）",企业产品以“学习支持工具”为主，学校多通过校本化规则实现教学适配，整体处于规模化应用初期,通过AI工具的应用，提升了课堂的生动性与互动性，幼儿成为参与者，教师作为指导者，促进了多方面能力的发展。,美术,智能问答平台,智能问答平台,四川省,赋能学生,HMC(1),1,0,0,0,第一境界_智慧环境,T6_平台生态,2,Gen2_互联网+
第1809号案例_附件1：“人工智能+基础教育”典型应用场景案例申报书.docx,2026-02-03 11:06:55,1809,基于信息技术的中班美术活动《遗失的芭蕉扇》,天津市滨海新区,幼儿园,信息技术在美术教育中的应用尚处于探索阶段，逐步推广中,通过信息技术的融合，提升了幼儿的参与感与自信心，丰富了美术活动的表现形式与互动性。,信息技术融入美术活动 → 动态化导入 → 互动绘画与作品展示 → 活动延伸与生活联系,"[""动态动画"", ""多屏联动"", ""线上画展"", ""出入库系统""]",,豆包,未点名企业,0.0,软件平台,平台型综合系统,文档中提到“智能问卷系统通过多维度互动设计，10分钟内即可完成全班学情诊断”,学情诊断,数据收集与分析,助学,情境式学习,美育,学生：激发美术兴趣与探索欲，提升想象力与创造力；教师：丰富教学方式，增强课堂互动；学校：创新美术教育模式，提升教育质量。,信息技术融入美术活动 → 动态化导入 → 互动绘画 → 线上作品展示 → 活动延伸与生活结合,"数据采集层（动态人物动画、互动绘画技术）
行为识别层（幼儿参与感与互动性分析）
智能策略层（个性化学习路径推荐）",信息技术在幼儿美术教育中的应用逐渐增多，整体处于探索与推广阶段，尚未形成规模化应用。,通过信息技术手段实现动态化导入与便捷化课堂，提升幼儿参与感与自信心，创新作品展示方式，增强互动性与体验感。,美术,智能问卷系统,智能问卷系统,浙江省,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T1_内容生成,3,Gen4_大模型
第1809号案例_附件1：“人工智能+基础教育”典型应用场景案例申报书.docx,2026-02-03 11:06:55,1809,基于信息技术的中班美术活动《遗失的芭蕉扇》,天津市滨海新区,幼儿园,信息技术在美术教育中的应用尚处于探索阶段，逐步推广中,通过信息技术的融合，提升了幼儿的参与感与自信心，丰富了美术活动的表现形式与互动性。,信息技术融入美术活动 → 动态化导入 → 互动绘画与作品展示 → 活动延伸与生活联系,"[""动态动画"", ""多屏联动"", ""线上画展"", ""出入库系统""]",,大鱼云展,未点名企业,0.0,软件平台,平台型综合系统,文档中提到‘教师可采用AI辅助的智能教学系统，在写作教学的过程指导上、评阅的精准、高效上获得实质性突破’,课堂教学,写作指导与评阅,助学,情境式学习,美育,学生：激发美术兴趣与探索欲，提升想象力与创造力；教师：丰富教学方式，增强课堂互动；学校：创新美术教育模式，提升教育质量。,信息技术融入美术活动 → 动态化导入 → 互动绘画 → 线上作品展示 → 活动延伸与生活结合,"数据采集层（动态人物动画、互动绘画技术）
行为识别层（幼儿参与感与互动性分析）
智能策略层（个性化学习路径推荐）",信息技术在幼儿美术教育中的应用逐渐增多，整体处于探索与推广阶段，尚未形成规模化应用。,通过信息技术手段实现动态化导入与便捷化课堂，提升幼儿参与感与自信心，创新作品展示方式，增强互动性与体验感。,美术,智能写作辅助系统,智能写作辅助系统,北京市,赋能学生,HMC(1),1,0,0,0,第二境界_教学模式,T6_平台生态,2,Gen2_互联网+
第1809号案例_附件1：“人工智能+基础教育”典型应用场景案例申报书.docx,2026-02-03 11:06:55,1809,基于信息技术的中班美术活动《遗失的芭蕉扇》,天津市滨海新区,幼儿园,信息技术在美术教育中的应用尚处于探索阶段，逐步推广中,通过信息技术的融合，提升了幼儿的参与感与自信心，丰富了美术活动的表现形式与互动性。,信息技术融入美术活动 → 动态化导入 → 互动绘画与作品展示 → 活动延伸与生活联系,"[""动态动画"", ""多屏联动"", ""线上画展"", ""出入库系统""]",,出入库系统,未点名企业,0.0,软件平台,平台型综合系统,文档中提到‘教师可采用AI辅助的智能教学系统，在写作教学的过程指导上、评阅的精准、高效上获得实质性突破’,课堂教学,写作辅助与评阅,助学,情境式学习,美育,学生：激发美术兴趣与探索欲，提升想象力与创造力；教师：丰富教学方式，增强课堂互动；学校：创新美术教育模式，提升教育质量。,信息技术融入美术活动 → 动态化导入 → 互动绘画 → 线上作品展示 → 活动延伸与生活结合,"数据采集层（动态人物动画、互动绘画技术）
行为识别层（幼儿参与感与互动性分析）
智能策略层（个性化学习路径推荐）",信息技术在幼儿美术教育中的应用逐渐增多，整体处于探索与推广阶段，尚未形成规模化应用。,通过信息技术手段实现动态化导入与便捷化课堂，提升幼儿参与感与自信心，创新作品展示方式，增强互动性与体验感。,美术,智能写作辅助系统,智能写作辅助系统,北京市,赋能学生,HMC(1),1,0,0,0,第二境界_教学模式,T6_平台生态,2,Gen2_互联网+
第1810号案例_空军军医大学幼儿园-孔祥琪-机器小羊的冒险.docx,2026-02-03 11:07:00,1810,机器小羊的冒险,未提及,幼儿园,填补3-6岁STEM教育工具空白，处于开发与测试阶段,通过AI动态叙事与多模态交互设计，提升幼儿编程启蒙的趣味性与有效性，降低学习门槛。,AI动态叙事引擎 → 视觉化编程认知助手 → 自适应闯关难度模型 → 多模态指令学习系统,"[""AI动态叙事引擎"", ""计算机视觉技术"", ""机器学习模型"", ""多模态输入系统"", ""Blockly可视化编程框架""]",,机器小羊的冒险,未点名企业,0.0,硬件 + AI系统,平台型综合系统,文档中提到“心理机器人‘小灵’是学校‘臻AI心育’体系的重要组成部分”,心理健康教育,心理支持与服务,助学,智能辅导系统,智育,学生：提升逻辑思维、空间感知与问题解决能力；教师：实现个性化指导与数据支持；学校：推动幼儿编程启蒙教育的实践落地。,AI动态叙事引擎 → 视觉化编程认知助手 → 自适应闯关难度模型 → 多模态指令学习系统,"数据采集层（幼儿交互数据采集）
行为识别层（逻辑意图识别、错误预判纠偏）
智能策略层（动态调整关卡复杂度、智能推荐指令组合）",企业产品以'学习支持工具'为主，适用于幼儿园及小学低年级，整体处于推广阶段。,通过故事驱动机制与AI动态调整，结合多模态交互设计，创新性地将编程学习与儿童认知特点相结合，提升学习兴趣与效果。,编程启蒙,智能心理机器人“小灵”,智能心理机器人“小灵”,福建省,赋能学生,HMC(1),1,0,0,0,第一境界_智慧环境,T5_智能硬件,1,Gen2_互联网+
第1811号案例_附件1 AI赋能，情智共生：小班情感教育人机协同教学新范式——《脸上的表情》案例深度解析申报书  .pdf,2026-02-03 11:07:01,1811,AI赋能，情智共生：小班情感教育人机协同教学新范式——《脸上的表情》案例深度解析,萧山区,幼儿园,已在示范辐射的3所幼儿园完成首轮试点，具备快速规模化复制的潜力,通过人机协同的教学模式，显著提升幼儿的课堂专注度与情绪理解能力，为AI在低龄段的普惠应用提供了可复制的范式。,情感唤醒 → 发现探索 → 创造表达,"[""计算机视觉"", ""情感识别"", ""图形化编程"", ""人机交互设计"", ""多模态交互技术""]",,宾果机器人,中国农业大学附属中学,1.0,软件平台,Web 教学平台（SaaS）,文档中提到“智能心理咨询服务通过机器人基于深度学习算法理解学生情感”,心理健康教育,心理测评与咨询,助学,智能辅导系统,德育,学生：提升情绪理解能力与表达能力；教师：减轻教学负担，增强个性化支持；学校：提供可复制的情感教育教学模式。,情感唤醒 → 发现探索 → 创造表达,"AI助教情境化定制（情境引导与流程管理）
情绪可视化系统研发（情绪传递的准确性与趣味性）
低门槛交互设计（图形化编程模块）
实物操作包配套开发（表情贴纸材料包）",该模式在幼儿园小班情感教育中实现了AI技术与实物操作的双轨融合，具有推广潜力。,首创“人机协同、双轨创作”的情感教育教学模式，成功将AI教育应用场景下沉至幼儿园小班，突破了该年龄段技术应用的空白。,情感教育,智能心理咨询服务,智能心理咨询服务,未提及,赋能学生,HMC(1),1,0,0,1,第二境界_教学模式,T5_智能硬件,4,Gen2_互联网+
第1811号案例_附件1 AI赋能，情智共生：小班情感教育人机协同教学新范式——《脸上的表情》案例深度解析申报书  .pdf,2026-02-03 11:07:01,1811,AI赋能，情智共生：小班情感教育人机协同教学新范式——《脸上的表情》案例深度解析,萧山区,幼儿园,已在示范辐射的3所幼儿园完成首轮试点，具备快速规模化复制的潜力,通过人机协同的教学模式，显著提升幼儿的课堂专注度与情绪理解能力，为AI在低龄段的普惠应用提供了可复制的范式。,情感唤醒 → 发现探索 → 创造表达,"[""计算机视觉"", ""情感识别"", ""图形化编程"", ""人机交互设计"", ""多模态交互技术""]",,可旺机器狗,未点名企业,0.0,软件平台,平台型综合系统,文档中提到‘本项目通过智能心理咨询平台，探索高可及性的解决路径’,心理健康教育,即时心理咨询,助学,智能辅导系统,德育,学生：提升情绪理解能力与表达能力；教师：减轻教学负担，增强个性化支持；学校：提供可复制的情感教育教学模式。,情感唤醒 → 发现探索 → 创造表达,"AI助教情境化定制（情境引导与流程管理）
情绪可视化系统研发（情绪传递的准确性与趣味性）
低门槛交互设计（图形化编程模块）
实物操作包配套开发（表情贴纸材料包）",该模式在幼儿园小班情感教育中实现了AI技术与实物操作的双轨融合，具有推广潜力。,首创“人机协同、双轨创作”的情感教育教学模式，成功将AI教育应用场景下沉至幼儿园小班，突破了该年龄段技术应用的空白。,情感教育,智能心理咨询平台,智能心理咨询平台,福建省,赋能学生,HMC(1),1,0,0,1,第二境界_教学模式,T6_平台生态,3,Gen2_互联网+
第1811号案例_附件1 AI赋能，情智共生：小班情感教育人机协同教学新范式——《脸上的表情》案例深度解析申报书  .pdf,2026-02-03 11:07:01,1811,AI赋能，情智共生：小班情感教育人机协同教学新范式——《脸上的表情》案例深度解析,萧山区,幼儿园,已在示范辐射的3所幼儿园完成首轮试点，具备快速规模化复制的潜力,通过人机协同的教学模式，显著提升幼儿的课堂专注度与情绪理解能力，为AI在低龄段的普惠应用提供了可复制的范式。,情感唤醒 → 发现探索 → 创造表达,"[""计算机视觉"", ""情感识别"", ""图形化编程"", ""人机交互设计"", ""多模态交互技术""]",,表情贴纸材料包,未点名企业,1.0,软件平台,平台型综合系统,文档中提到“引入了智能虚拟实验平台，针对《斜面》教学内容，定制开发了高度仿真的《斜面》虚拟实验室。”,课堂教学,科学探究,助学,智能辅导系统,德育,学生：提升情绪理解能力与表达能力；教师：减轻教学负担，增强个性化支持；学校：提供可复制的情感教育教学模式。,情感唤醒 → 发现探索 → 创造表达,"AI助教情境化定制（情境引导与流程管理）
情绪可视化系统研发（情绪传递的准确性与趣味性）
低门槛交互设计（图形化编程模块）
实物操作包配套开发（表情贴纸材料包）",该模式在幼儿园小班情感教育中实现了AI技术与实物操作的双轨融合，具有推广潜力。,首创“人机协同、双轨创作”的情感教育教学模式，成功将AI教育应用场景下沉至幼儿园小班，突破了该年龄段技术应用的空白。,情感教育,智能虚拟实验平台,智能虚拟实验平台,北京市,赋能学生,HMC(1),1,0,0,1,第二境界_教学模式,T4_沉浸体验,4,Gen2_互联网+
第1812号案例_天津市和平区第四幼儿园 周密  “智”启成长：AI协同助力大班幼儿学习习惯养成 “人工智能+基础教育”典型应用场景案例申报书.pdf,2026-02-03 11:07:09,1812,“智”启成长：AI协同助力大班幼儿学习习惯养成,天津市和平区,幼儿园,该案例已在实践园所形成稳定应用，覆盖全园大班幼儿，应用深度贯穿日常教学、家园互动与素养评估，具备跨园推广潜力。,通过AI技术与幼儿核心素养培养的精准适配，构建“智联、智构、智创”三维融合策略，打破传统教学中幼儿学习习惯培养的局限，提升幼儿自主学习能力。,智联场景建模 → AI动态分层发展计划规划 → AI交互推理驱动独立思考力,"[""AI情境建模"", ""游戏化训练"", ""动态分层支架"", ""VR可视化"", ""数据追踪""]",,豆包,未点名企业,1.0,软件平台,平台型综合系统,文档中提到“基于DeepSeek API开发智能学情分析工具，旨在通过人工智能技术实现教育数据的自动化分析与智能化解读。”,学情分析,个性化教学建议,助学,智能辅导系统,智育,学生：提升专注持续力、计划规划力、独立思考力；教师：实现个性化指导与动态评估；学校：促进家园协同与教育数字化转型。,智联场景建模 → 智构支架设计 → 智创问题情境,"状态感知层（专注力监测、情境建模）
智能策略层（动态分层发展计划、个性化故事书生成）
环境互联层（VR可视化模型、交互式游戏）",案例已在实践园所形成稳定应用，覆盖全园大班幼儿，整体处于推广阶段，具备跨园推广潜力。,通过AI与幼儿核心素养培养的精准适配，实现了技术与幼儿认知规律的深度融合，构建了完整的培养链条，改变了传统学习习惯培养的模糊化状态。,未提及,智能学情分析工具,智能学情分析工具,浙江省,赋能学生,HM2C(2),1,0,0,0,第一境界_智慧环境,T1_内容生成,4,Gen4_大模型
第1812号案例_天津市和平区第四幼儿园 周密  “智”启成长：AI协同助力大班幼儿学习习惯养成 “人工智能+基础教育”典型应用场景案例申报书.pdf,2026-02-03 11:07:09,1812,“智”启成长：AI协同助力大班幼儿学习习惯养成,天津市和平区,幼儿园,该案例已在实践园所形成稳定应用，覆盖全园大班幼儿，应用深度贯穿日常教学、家园互动与素养评估，具备跨园推广潜力。,通过AI技术与幼儿核心素养培养的精准适配，构建“智联、智构、智创”三维融合策略，打破传统教学中幼儿学习习惯培养的局限，提升幼儿自主学习能力。,智联场景建模 → AI动态分层发展计划规划 → AI交互推理驱动独立思考力,"[""AI情境建模"", ""游戏化训练"", ""动态分层支架"", ""VR可视化"", ""数据追踪""]",,即梦,星立方公司,1.0,软件平台,平台型综合系统,文档中提到“引入智能学情分析系统，旨在通过技术赋能实现教学过程的数字化、智能化转型。”,课堂教学,学情分析,助学,智能辅导系统,智育,学生：提升专注持续力、计划规划力、独立思考力；教师：实现个性化指导与动态评估；学校：促进家园协同与教育数字化转型。,智联场景建模 → 智构支架设计 → 智创问题情境,"状态感知层（专注力监测、情境建模）
智能策略层（动态分层发展计划、个性化故事书生成）
环境互联层（VR可视化模型、交互式游戏）",案例已在实践园所形成稳定应用，覆盖全园大班幼儿，整体处于推广阶段，具备跨园推广潜力。,通过AI与幼儿核心素养培养的精准适配，实现了技术与幼儿认知规律的深度融合，构建了完整的培养链条，改变了传统学习习惯培养的模糊化状态。,未提及,智能学情分析系统,智能学情分析系统,北京市,赋能学生,HMC(1),1,0,0,0,第一境界_智慧环境,T1_内容生成,3,Gen5_多模态AI
第1812号案例_天津市和平区第四幼儿园 周密  “智”启成长：AI协同助力大班幼儿学习习惯养成 “人工智能+基础教育”典型应用场景案例申报书.pdf,2026-02-03 11:07:09,1812,“智”启成长：AI协同助力大班幼儿学习习惯养成,天津市和平区,幼儿园,该案例已在实践园所形成稳定应用，覆盖全园大班幼儿，应用深度贯穿日常教学、家园互动与素养评估，具备跨园推广潜力。,通过AI技术与幼儿核心素养培养的精准适配，构建“智联、智构、智创”三维融合策略，打破传统教学中幼儿学习习惯培养的局限，提升幼儿自主学习能力。,智联场景建模 → AI动态分层发展计划规划 → AI交互推理驱动独立思考力,"[""AI情境建模"", ""游戏化训练"", ""动态分层支架"", ""VR可视化"", ""数据追踪""]",,Deepseek,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到‘利用智能学情分析系统，全面评估学生英语基础’,课堂教学,学情分析,助学,智能辅导系统,智育,学生：提升专注持续力、计划规划力、独立思考力；教师：实现个性化指导与动态评估；学校：促进家园协同与教育数字化转型。,智联场景建模 → 智构支架设计 → 智创问题情境,"状态感知层（专注力监测、情境建模）
智能策略层（动态分层发展计划、个性化故事书生成）
环境互联层（VR可视化模型、交互式游戏）",案例已在实践园所形成稳定应用，覆盖全园大班幼儿，整体处于推广阶段，具备跨园推广潜力。,通过AI与幼儿核心素养培养的精准适配，实现了技术与幼儿认知规律的深度融合，构建了完整的培养链条，改变了传统学习习惯培养的模糊化状态。,未提及,智能学情分析系统,智能学情分析系统,新疆维吾尔自治区,赋能学生,HMC(1),1,0,0,0,第一境界_智慧环境,T3_数据驱动,2,Gen2_互联网+
第1812号案例_天津市和平区第四幼儿园 周密  “智”启成长：AI协同助力大班幼儿学习习惯养成 “人工智能+基础教育”典型应用场景案例申报书.pdf,2026-02-03 11:07:09,1812,“智”启成长：AI协同助力大班幼儿学习习惯养成,天津市和平区,幼儿园,该案例已在实践园所形成稳定应用，覆盖全园大班幼儿，应用深度贯穿日常教学、家园互动与素养评估，具备跨园推广潜力。,通过AI技术与幼儿核心素养培养的精准适配，构建“智联、智构、智创”三维融合策略，打破传统教学中幼儿学习习惯培养的局限，提升幼儿自主学习能力。,智联场景建模 → AI动态分层发展计划规划 → AI交互推理驱动独立思考力,"[""AI情境建模"", ""游戏化训练"", ""动态分层支架"", ""VR可视化"", ""数据追踪""]",,VR可视化模型,未点名企业,1.0,软件平台,平台型综合系统,文档中提到“构建智能学情诊断与个性化辅导系统，核心目标是实现对学习者状态的精准刻画与动态评估”,课堂教学,个性化辅导,助学,智能辅导系统,智育,学生：提升专注持续力、计划规划力、独立思考力；教师：实现个性化指导与动态评估；学校：促进家园协同与教育数字化转型。,智联场景建模 → 智构支架设计 → 智创问题情境,"状态感知层（专注力监测、情境建模）
智能策略层（动态分层发展计划、个性化故事书生成）
环境互联层（VR可视化模型、交互式游戏）",案例已在实践园所形成稳定应用，覆盖全园大班幼儿，整体处于推广阶段，具备跨园推广潜力。,通过AI与幼儿核心素养培养的精准适配，实现了技术与幼儿认知规律的深度融合，构建了完整的培养链条，改变了传统学习习惯培养的模糊化状态。,未提及,智能学情诊断与个性化辅导系统,智能学情诊断与个性化辅导系统,新疆维吾尔自治区,赋能学生,HMC(1),1,0,0,0,第一境界_智慧环境,T4_沉浸体验,3,Gen2_互联网+
第1813号案例_聂敏捷附件1：申报书  秋叶奇旅——AI助力大班舞蹈的应用与实践.docx,2026-02-03 11:07:04,1813,秋叶奇旅——AI助力大班舞蹈教学的应用和实践,天津市,幼儿园,已在本园进行初步推广，取得了显著成效，模式易于复制并应用在其他幼儿园教学领域中。,构建了‘AI赋能、幼儿为本’的新型艺术教学模式，打破传统舞蹈教学模式，提升幼儿的创造力和艺术表现力。,AI识别与互动 → 创作与表达 → 动态绘本与情境构建 → 个性化舞蹈表现,"[""AI识图"", ""音控音乐生成"", ""动态绘本"", ""教育技术整合"", ""个性化表达""]",,豆包,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到“智能学习平台为学生提供个性化学习支持”,课堂教学,个性化学习支持,助学,智能辅导系统,美育,学生：激发舞蹈学习兴趣，提升艺术表现力和创造力；教师：实现个性化教学与引导；学校：推动教育信息化与数字化转型。,AI识别 → 互动创作 → 动态表达 → 个性化反馈,"数据采集层（AI拍照识图、动态绘本搜索）
创作工具层（音控AI生成音乐）
互动表达层（舞蹈动作创编与表现）",本案例已在本园进行初步推广，模式易于复制并应用于其他幼儿园，整体处于推广阶段。,构建了以幼儿为中心的探究式艺术教学模式，打破传统教学方式，利用AI技术提升教学效率与创意空间，促进幼儿个性化表达与情感体验。,艺术,智能学习平台,智能学习平台,浙江省,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T1_内容生成,3,Gen4_大模型
第1813号案例_聂敏捷附件1：申报书  秋叶奇旅——AI助力大班舞蹈的应用与实践.docx,2026-02-03 11:07:04,1813,秋叶奇旅——AI助力大班舞蹈教学的应用和实践,天津市,幼儿园,已在本园进行初步推广，取得了显著成效，模式易于复制并应用在其他幼儿园教学领域中。,构建了‘AI赋能、幼儿为本’的新型艺术教学模式，打破传统舞蹈教学模式，提升幼儿的创造力和艺术表现力。,AI识别与互动 → 创作与表达 → 动态绘本与情境构建 → 个性化舞蹈表现,"[""AI识图"", ""音控音乐生成"", ""动态绘本"", ""教育技术整合"", ""个性化表达""]",,音控AI,未点名企业,0.0,软件平台,平台型综合系统,文档中提到“为高一新生统一注册智能学习系统账号，培训资源搜索、学习目标设置”,助学,个性化学习,助学,智能辅导系统,美育,学生：激发舞蹈学习兴趣，提升艺术表现力和创造力；教师：实现个性化教学与引导；学校：推动教育信息化与数字化转型。,AI识别 → 互动创作 → 动态表达 → 个性化反馈,"数据采集层（AI拍照识图、动态绘本搜索）
创作工具层（音控AI生成音乐）
互动表达层（舞蹈动作创编与表现）",本案例已在本园进行初步推广，模式易于复制并应用于其他幼儿园，整体处于推广阶段。,构建了以幼儿为中心的探究式艺术教学模式，打破传统教学方式，利用AI技术提升教学效率与创意空间，促进幼儿个性化表达与情感体验。,艺术,智能学习系统,智能学习系统,河北省,赋能学生,HMC(1),1,0,0,0,第二境界_教学模式,T6_平台生态,2,Gen2_互联网+
第1815号案例_附件1：“人工智能+基础教育”典型应用场景案例申报书.docx,2026-02-03 11:07:15,1815,AI赋能幼儿园教学活动的创新实践——在童趣与智趣中支持幼儿深度表达,天津市和平区,幼儿园,已在和平区第五幼儿园试点应用，具备在区域内幼儿园规模化推广的基础,通过AI技术打破传统教学局限，实现幼儿从碎片化表达到深度创作的跨越，推动教师教学模式创新，构建新型教学生态。,需求分析 → 技术应用与实践探索 → 应用优化 → 案例创新突破,"[""AI工具场景化适配"", ""个性化故事生成"", ""动态情境创作"", ""情绪音乐生成""]",,豆包,科大讯飞,0.0,软件平台,平台型综合系统,文档中提到‘通过智能巡课系统为教师提供学情反馈’,课堂管理,学情反馈,助学,智能辅导系统,智育,学生：提升幼儿表达能力与创作自信；教师：促进教学模式创新与能力提升；学校：推动学前教育数字化转型与优质均衡发展。,需求分析 → 技术应用与实践探索 → 应用优化 → 案例创新突破,"数据采集层（实时收集幼儿表达与创作想法）
行为识别层（分析幼儿表达与创作模式）
个性化学习层（生成个性化故事与动态情境）",案例处于试点阶段，具备在区域内幼儿园规模化推广的基础，整体处于应用探索与优化阶段。,构建了“AI赋能-幼儿主体-多领域融合”的教学新模式，突破了传统教学的局限，实现了语言、艺术与音乐的深度整合，推动幼儿从“被动接受者”转变为“主动创作者”。,综合,智能巡课系统,智能巡课系统,湖南省,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T1_内容生成,3,Gen4_大模型
第1815号案例_附件1：“人工智能+基础教育”典型应用场景案例申报书.docx,2026-02-03 11:07:15,1815,AI赋能幼儿园教学活动的创新实践——在童趣与智趣中支持幼儿深度表达,天津市和平区,幼儿园,已在和平区第五幼儿园试点应用，具备在区域内幼儿园规模化推广的基础,通过AI技术打破传统教学局限，实现幼儿从碎片化表达到深度创作的跨越，推动教师教学模式创新，构建新型教学生态。,需求分析 → 技术应用与实践探索 → 应用优化 → 案例创新突破,"[""AI工具场景化适配"", ""个性化故事生成"", ""动态情境创作"", ""情绪音乐生成""]",,醒图,科大讯飞,0.0,软件平台,平台型综合系统,文档中提到‘通过智能巡课系统为教师提供学情反馈’,课堂教学,学情反馈,助学,智能辅导系统,智育,学生：提升幼儿表达能力与创作自信；教师：促进教学模式创新与能力提升；学校：推动学前教育数字化转型与优质均衡发展。,需求分析 → 技术应用与实践探索 → 应用优化 → 案例创新突破,"数据采集层（实时收集幼儿表达与创作想法）
行为识别层（分析幼儿表达与创作模式）
个性化学习层（生成个性化故事与动态情境）",案例处于试点阶段，具备在区域内幼儿园规模化推广的基础，整体处于应用探索与优化阶段。,构建了“AI赋能-幼儿主体-多领域融合”的教学新模式，突破了传统教学的局限，实现了语言、艺术与音乐的深度整合，推动幼儿从“被动接受者”转变为“主动创作者”。,综合,智能巡课系统,智能巡课系统,湖南省,赋能学生,HMC(1),1,0,0,0,第二境界_教学模式,T6_平台生态,2,Gen2_互联网+
